text,dateNotBefore,dateNotAfter,avgDate,period
"""Wenn ich (es) (be)antworte, (so) ist (es) nicht mein Gesicht (ich), sondern die Hand eines Gottes ist es!""",-1939,-1760,-1850,New Kingdom
"Der Aufseher der Wab-Priester der (Pyramidenanlage) 'Horizont des Cheops', Senior-Vorsteher der Schreiber, Priester der Maat und Hüter des Geheimnisses des Richtens Jha.",-2345,-2181,-2263,Middle Kingdom
"Die, die auf den Zähnen des Aker hockt!",-1945,-1875,-1910,New Kingdom
Dein Herz wird sich erquicken (auch) dadurch.,-1580,-1539,-1560,Late Period
"Es kommt doch dieser Unas, $ḫwrr$ der Neunheit, ein unvergänglicher Ach.",-2375,-2345,-2360,Middle Kingdom
"Tausend an Brot, tausend an Bier, tausend an Rind, tausend an Geflügel, tausend an Alabastergefäßen, tausend an Kleidung zusammen mit jeder schönen Sache.",-2445,-2421,-2433,Middle Kingdom
(1. Behandlung:) Daraufhin fertigst du für ihn zwei $swš$-Ballen/Stränge aus Leinenstoff an.,-1580,-1539,-1560,Late Period
Mögest du Unas gegenübersitzen als sein Gott.,-2375,-2345,-2360,Middle Kingdom
Möge er die Opfer auf dem großen Opfertisch bei jedem Tagesbedarf empfangen.,-1878,-1843,-1861,New Kingdom
Ein anderes (Heilmittel/Rezept) zum Verschönern des Gesichts.,-1580,-1539,-1560,Late Period
Der Große der Zehn von Oberägypten und Verwalter des Königsvermögens Kai-ni-nisut.,-2494,-2345,-2420,Middle Kingdom
Tausend an schön dünnes Leinen der Sezef-Qualität.,-2613,-2494,-2554,Middle Kingdom
Du wirst nicht zu Grunde gehen; dein Ka wird nicht zu Grunde gehen.,-2375,-2345,-2360,Middle Kingdom
Das trefflich Machen des Halskragens.,-2345,-2287,-2316,Middle Kingdom
Horus hat sie alle dir zugewiesen.,-2278,-2184,-2231,Middle Kingdom
"Nahrung, Kuchen und weißes Brot für Upuaut opfern bei der Ersten Prozession durch den Vorsteher des Hauses der Getreidezählung, Inhernacht, den Gerechtfertigen.",-1837,-1819,-1828,New Kingdom
"Siehe, du bist doch ba-mächtiger und sechem-mächtiger als die nördlchen Götter und ihre Achu.",-2375,-2345,-2360,Middle Kingdom
"Die beiden Königskindchen, die auf dem Herrn der Wereret-Krone sind, haben dich geboren.",-2287,-2278,-2283,Middle Kingdom
Als Seth bin ich gerannt.,-1818,-1630,-1724,New Kingdom
"Horus, der Jugendliche/Verjüngte(?), soll dich erkennen, verjüngt in diesem deinem Namen 'Verjüngtes Wasser'.",-2278,-2184,-2231,Middle Kingdom
"Wenn du mächtig bist, dann kannst du den Respekt vor dir verbreiten, und zwar durch Fachkenntnis und durch eine ruhige Art, zu reden.",-1939,-1760,-1850,New Kingdom
Mögest du seine Schlachtbank gedeihen lassen.,-2278,-2184,-2231,Middle Kingdom
"Ihr Sohn, der Größte der Sehenden in Heliopoli, Kai-menu-i.",-2613,-2494,-2554,Middle Kingdom
Bestes Salböl des libyschen Öls für den Ka des Scheschi.,-2345,-2323,-2334,Middle Kingdom
"Seine Königsmutter, als sie (schon) wandelte, seine Mutter, die Verwalterin des Königsvermögens Chenemet, eine Versorgte bei dem großen Gott.",-2345,-2181,-2263,Middle Kingdom
"Zurück (du: fem.), zurück (du: fem.)!",-1945,-1875,-1910,New Kingdom
"Anubis / Chontamenti (?), der an der Spitze der Nekropole ist.",-2686,-2613,-2650,Old Kingdom
"Der Erbfürst und Graf, Siegler des Königs, großer Domänenvorsteher, Neb-anch, der Gerechtfertigte, den die Hausherrin Hapiu, die Gerechtfertigte, geboren hat, er sagt:",-1689,-1688,-1689,New Kingdom
Gut des Ka (Domäne) des Senedjem-ib.,-2414,-2375,-2395,Middle Kingdom
Da wurde Djedi zu ihm herbeigeführt,-1580,-1539,-1560,Late Period
"Sei gegrüßt, Osiris, Sohn der Nut, Herr der beiden Hörner, mit hohen Atef-Kronen,",-1689,-1688,-1689,New Kingdom
"Sei gegrüßt, Min-Horus, der Starke,",-1759,-1630,-1695,New Kingdom
Daraufhin wurde der Gans(körper) hin zum westlichen (Seiten)-Arm der Eingangshalle gelegt; ihr Kopf zum östlichen (Seiten)-Arm der Empfangshalle.,-1580,-1539,-1560,Late Period
"jeder Nubier, jede Nubierin von Wawat, von Jam, von Irtjet,",-2345,-2181,-2263,Middle Kingdom
"Lebt er, lebt dieser Unas.",-2375,-2345,-2360,Middle Kingdom
"Ein Totenopfer für ihn am Neujahrstag (Fest), Thot-Fest, Wag-Fest (Totenfest), Großes Fest (ein Totenfest), Abedu (Fest am 2. Tag nach Neumond), Semdet (Halbmonatsfest am 15. Tag des Monats) und an jedem Fest, täglich",-2345,-2181,-2263,Middle Kingdom
"Sie sagen: Jeder geht (folgt) langsam dem Gefolge dieses Würdigen, des Hatia (Rangtitel), Siegler des Königs von Unterägypten, Wirklicher Vorsteher von Oberägypten, großes Oberhaupt des Thinitischen Gaues und Vorsteher der beiden Teiche, der Versorgte beim großen Gott Djau.",-2345,-2181,-2263,Middle Kingdom
"""Ich bin hierher gekommen, um dich zu rufen im Auftrag meines Vaters 𓍹Cheops𓍺, gerechtfertigt, damit du die Köstlichkeiten essen kannst, von dem, was der König spendet, die Speisen derjenigen, die zu seiner Gefolgschaft Gehörigen.",-1580,-1539,-1560,Late Period
Der Versorgte bei seinem Herrn Redji-i.,-2494,-2345,-2420,Middle Kingdom
"In deinem Namen ""Der im Haus der Selkis ist, zufriedener Ka"".",-2375,-2345,-2360,Middle Kingdom
"Seine Boten gehen, seine Eilboten laufen, seine Herolde eilen.",-2278,-2184,-2231,Middle Kingdom
"Er schwimmt unter dir, indem er den trägt, der größer ist als er, welcher du bist.",-2278,-2184,-2231,Middle Kingdom
"Das $pꜣq$-Gebäck kommt, die (Weihrauch)Kugel kommt, die aus dem Knie des Horus hervorgekommen ist.",-2375,-2345,-2360,Middle Kingdom
Meine Ba-Seele war am Dahinschwinden.,-1939,-1760,-1850,New Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Gotteshalle ist, gibt:",-2345,-2181,-2263,Middle Kingdom
"Erhebe dich, Osiris, Wennefer, Sohn der Nut!",-1759,-1630,-1695,New Kingdom
Er soll deine Zähne herausreißen und dein Gift abzapfen mit diesen vier Riemen an (lit. hinter) Osiris' Sandale.,-2375,-2345,-2360,Middle Kingdom
"Horus ist mit seinem Vater zufrieden, Atum ist mit seinen Jahren zufrieden, die östlichen und westlichen Götter sind mit dem Großen zufrieden, das in den Armen der Gottesgebärerin entstand.",-2375,-2345,-2360,Middle Kingdom
"Osiris Neith, nimm dir das Horusauge, das du suchst.",-2278,-2184,-2231,Middle Kingdom
"Der Staken (?) ist in deiner Hand, (ähnlich) wie eine Lotstange (?), (wenn/obwohl) ein Wasserproblem (?) eingetreten/geschehen ist.",-1939,-1760,-1850,New Kingdom
Horus ist froh (lit: das Herz des Horus ist vorn) bei dir in deinem Namen 'Chontamenti'.,-2345,-2323,-2334,Middle Kingdom
Ein Kornspeicher der oberägyptischen Gerste.,-2589,-2566,-2578,Middle Kingdom
"Die Verwalterin des Königsvermögens, die Ehrwürdige Hetep-heres.",-2345,-2181,-2263,Middle Kingdom
Das Abwehren des Todes seitens des Hirten.,-2414,-2375,-2395,Middle Kingdom
"Nemti-em-za-ef Merenre ist heil, sein Fleisch ist heil;",-2287,-2278,-2283,Middle Kingdom
Möge sie dir dein Herz in deinen Leib bringen.,-2321,-2287,-2304,Middle Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Gotteshalle ist, gibt:",-2487,-2455,-2471,Middle Kingdom
"""Mein Herr, ich habe einen von diesen Landleuten getroffen, der wirklich gut reden kann (wörtl.: der wahrhaft vollkommen in Bezug auf die Rede ist) und dessen Sachen geraubt wurden.",-1939,-1760,-1850,New Kingdom
"Gefallen ist die Kobra, die aus der Erde herausgekommen ist, gefallen ist die Flamme, die aus dem Nun herausgekommen ist.",-2375,-2345,-2360,Middle Kingdom
Der Aufseher der Totenpriester En-cheft-kai.,-2494,-2345,-2420,Middle Kingdom
"(Und) es ist die Handwaage (der Menschen), die den Rest/Rückstand untersucht.",-1939,-1760,-1850,New Kingdom
Das (Holz) bearbeiten (mit) einem Beitel.,-2345,-2181,-2263,Middle Kingdom
"Sein Sohn Mer-ib, der Jüngere.",-2613,-2494,-2554,Middle Kingdom
"Wer der Aufrichtigste von allen Menschen sein sollte, ist der (größte) Verbrecher des ganzen Landes.",-1939,-1760,-1850,New Kingdom
"(Wenn doch), es liegt an ihren Schalen (wörtl.: Behältern), die die Sachen wiegen (wörtl.: tragen).",-1939,-1760,-1850,New Kingdom
Bestes Salböl des Festduftöls für den Ka des Scheschi.,-2345,-2323,-2334,Middle Kingdom
Verborgen sind die Pläne Gottes.,-1939,-1760,-1850,New Kingdom
"Die den Horus sieht, die Königstochter Hetep-her-nebti.",-2686,-2613,-2650,Old Kingdom
Ein Totenopfer (aus) einer Wasserspende für den Versorgten Nachti.,-2065,-2016,-2041,New Kingdom
"Der Sem-Priester, Leiter der Höfe des Mu-Stoffes, Einziger unter den Großen vom Fest und Gefolgsmann des Min Ra-wer, der einzige Freund (des Königs), Oberhaupt von El-Kab, der von seinem Herrn Geliebte Ra-wer.",-2475,-2455,-2465,Middle Kingdom
"Erbittest du, daß du zum Himmel emporsteigst, so steigst du empor.",-2375,-2345,-2360,Middle Kingdom
Ein Aufwärter des großen Kellers.,-2487,-2455,-2471,Middle Kingdom
"Sie wird dich schützend umfassen und verhindern, daß du Mangel leidest.",-2278,-2184,-2231,Middle Kingdom
(Behandlung:) Dann mußt du ihn/sie (den Patienten oder die Durchbohrung) folglich mit $jmr.w$-Verband(?) verbinden.,-1580,-1539,-1560,Late Period
"Seine Zehenspitzen (wörtl.: die Köpfe seiner Zehen) sind zur Fußsohle / zum Fußgewölbe / zum Fußrist (?; wörtl.: Bauch seines Fußes) hin gekrümmt,",-1580,-1539,-1560,Late Period
"für den sich die Großen von ihren Matten erhoben haben,",-1759,-1630,-1695,New Kingdom
"Mach doch, lass (es) werden, eile!",-2494,-2181,-2338,Middle Kingdom
Es möge ihm kein anderer/s aufgrund seines Rechtsanspruches gegeben werden!,-1980,-1760,-1870,New Kingdom
"Es ist das Herz, das seinen Besitzer elend macht.",-1939,-1760,-1850,New Kingdom
"Daraufhin sagte der oberste Vorlesepriester Djadjaemanch, was er als Zauber(sprüche) zu sagen pflegte.",-1580,-1539,-1560,Late Period
"Osiris Neith, statte dich mit der Flüssigkeit aus, die aus dir hervorgekommen ist.",-2278,-2184,-2231,Middle Kingdom
"Jemand ist zu seinem Ka gegangen: Osiris ist zu seinem Ka gegangen, Seth ist zu seinem Ka gegangen, Chenti-irti ist zu seinem Ka gegangen.",-2321,-2287,-2304,Middle Kingdom
"Meister der königlichen Zimmerleute Henu-kai, Meister der königlichen Zimmerleute Nefer",-2842,-2800,-2821,Old Kingdom
"Der Sem-Priester, Vorlesepriester, Hüter des Geheimnisses der Gottesworte (und) Gefolgsmann des Min (Priester) Ra-wer.",-2475,-2455,-2465,Middle Kingdom
"Es gibt keinen mit vorschnellem Mundwerk (unüberlegter Rede), der frei von Übereilung ist.",-1939,-1760,-1850,New Kingdom
Der gemäß des Befehls des vollkommenen Gottes lebt,-2686,-2613,-2650,Old Kingdom
"Der Große Gott, der Herr des Begräbnisses in der Nekropole, möge veranlassen, dass alle Götter der Nekropole zufrieden wegen ihm sind.",-2345,-2323,-2334,Middle Kingdom
"Der Verwalter des Königsvermögens, Versorgter bei dem großen Gott und Wab-Priester des Königs Nefer-bau-Ptah.",-2494,-2345,-2420,Middle Kingdom
"Tausend an Brot, tausend an Bier, tausend an Gans, tausend an Gans, tausend an Gans, tausend an Gans, tausend an Alabastergegenstand und Kleidung.",-2345,-2181,-2263,Middle Kingdom
"Sei gegrüßt, Große Flut, Mundschenk der Götter, Leiter der $ḥnmm.t$-Leute!",-2278,-2184,-2231,Middle Kingdom
"(Und) freue dich nicht über das, was noch nicht geschehen ist!",-1939,-1760,-1850,New Kingdom
Verbreite meinen guten Ruf in deiner Stadt!,-1939,-1760,-1850,New Kingdom
Der Vorsteher der Aktenschreiber des Königs Seschemnefer.,-2445,-2421,-2433,Middle Kingdom
"Horus hat veranlaßt, daß du ach-mächtig bist an der Spitze der Ach-Geister, daß du $sḫm$-mächtig bist an der Spitze der Lebenden.",-2278,-2184,-2231,Middle Kingdom
"Hat dieser (eine) keine Verstümmelung und hat dieser (andere) keine Verletzung - und umgekehrt -, (so) hast (auch) du keine Verletzung und hast keine Verstümmelung.",-2375,-2345,-2360,Middle Kingdom
"""Möge doch deine Majestät sich begeben zum See des Palastes, LHG, nachdem dir ein Boot ausgestattet worden ist mit allerlei Schönen des Inneren deines Palastes.",-1580,-1539,-1560,Late Period
"Meine Statue war mit Gold überzogen (""bestrichen""), ihr Schurz mit Elektron (""Weißgold"").",-1939,-1760,-1850,New Kingdom
"Mögest du stehen, dein $ꜣms$-Szepter in deinem Arm, dein $ꜣms$-Szepter in deiner Hand.",-2278,-2184,-2231,Middle Kingdom
Isis wird sie hegen und Nephthys sie stillen.,-2278,-2184,-2231,Middle Kingdom
Mögest du zufrieden sein in deinem Namen 'Zufriedener Ka'.,-2345,-2323,-2334,Middle Kingdom
"Ihr ältester Sohn, der Vorlesepriester Izezi-baef.",-2414,-2375,-2395,Middle Kingdom
es gibt keinen Verlust für unsere Truppe.,-1939,-1760,-1850,New Kingdom
"Sei doch süß, Süßer! (?)",-2278,-2184,-2231,Middle Kingdom
Der Vorsteher des Platzes der Chentuschi des Palastes Imi-set-kai.,-2161,-1980,-2071,New Kingdom
Ihre Zauberkraft ist im Bauch des Teti.,-2345,-2323,-2334,Middle Kingdom
"Mögen sie ein Totenopfer geben (bestehend aus) Brot, Bier, Rindern, Geflügel, Opfergaben und Speisen von dem, was hervorgeht vom Altar und vom Opfertisch des Allherrn, für den Ka des Iripat, Hatia, dessen Kommen man erwartet im Tempel am Tag des Erscheinens des Sirius-Sterns, der Hohepriester des Allherrn und großer Priester seines Gottes, der Vorlesepriester Seneb-ui.",-1759,-1630,-1695,New Kingdom
Neith wird von einer trächtigen(?)/milchgebenden(?) Kuh essen wie diejenigen in Heliopolis.,-2278,-2184,-2231,Middle Kingdom
"Seine leiblichen Kinder Seschemnefer, der Jüngere, Pechu-en-ptah (und) Ab.",-2487,-2421,-2454,Middle Kingdom
Deine Zögerlichkeit (oder: Nachlässigkeit) wird dich irreführen (oder: dir schaden).,-1939,-1760,-1850,New Kingdom
"Ich bin ein trefflicher Verklärter, ein Großer auf Erden, der Denkmäler in den Städten der Ewigkeit gemacht hat, der seinen Platz befördert im Tadjeser an der Treppe des großen Gottes, des Herrn des Lebens, der Abydos vorsteht, um (meinen) Ach stark zu machen zusammen mit dem Gefolge des Osiris.",-1939,-1760,-1850,New Kingdom
"(Und) erinnere dich nicht an ihn, seit/weil er sich dir gegenüber am ersten Tag still/besonnen verhalten hat (?; wörtl.: für dich geschwiegen hat).",-1939,-1760,-1850,New Kingdom
Laß deinen guten Ruf (wörtl.: Namen) herumgehen!,-1939,-1760,-1850,New Kingdom
"Ein anderer war dabei, seine beiden Füße abzureiben.",-1580,-1539,-1560,Late Period
Dieser Unas ergreift die $wrr.t$-Krone aus der Hand der beiden Neunheiten.,-2375,-2345,-2360,Middle Kingdom
"Bringe das, was du gutes für mich gemacht hast!",-1759,-1630,-1695,New Kingdom
Pepi Neferkare's Abscheu ist Kot; er hält sich fern von Urin.,-2278,-2184,-2231,Middle Kingdom
Er hat dich liebgewonnen und hat dich geschützt.,-2321,-2287,-2304,Middle Kingdom
"Der Gott liebt den, der ihn liebt.",-1694,-1693,-1694,New Kingdom
"Deine Zähne sind Sopdu, (du) Nicht-Untergehender.",-2375,-2345,-2360,Middle Kingdom
"Dein Herz war mächtig, als du dich im Leib deiner Mutter hin und her bewegtest in deinem Namen 'Nut'.",-2278,-2184,-2231,Middle Kingdom
Das sind Ausscheidungen des Uterus.,-1845,-1773,-1809,New Kingdom
"Es gibt keinen mit (jetzt noch) abgestumpften Sinnen (wörtl.: mit zerhackten Gesichtern), den du scharf(sinnig) gemacht hast.",-1939,-1760,-1850,New Kingdom
"Hohe, die nicht durchdrungen (""gestochen"") werden wird, Tor des Nun!",-2375,-2345,-2360,Middle Kingdom
"Tausend an Alabastergefäß, tausend an Kleidung und Brot, tausend an Geflügel, tausend an Rind.",-2345,-2181,-2263,Middle Kingdom
Die Priesterin der Hathor Chentj.,-2345,-2181,-2263,Middle Kingdom
Zu wem werde ich heute sprechen?,-1939,-1760,-1850,New Kingdom
"(es) werde zerrieben, (es) werde damit/darüber verbunden.",-1580,-1539,-1560,Late Period
Unas' Mund ist unversehrt im Gluthauch.,-2375,-2345,-2360,Middle Kingdom
"""(Das ist) ein König, der die Königsherrschaft ausüben wird in diesem ganzen Land!""",-1580,-1539,-1560,Late Period
"Großer der Zehn von Oberägypten, Vorsitzender, Priester der Maat, ein von seinem Herrn Geliebter, Priester des Cheops Kai-ni-nisut.",-2494,-2345,-2420,Middle Kingdom
"Denn der Nubier hört auf das, was dem Munde entfallen ist (lit. auf das Entfallene des Mundes) (d.h. reagiert gemäß der Art der Äußerung).",-1837,-1819,-1828,New Kingdom
Dann soll man Haare (oder: ein Haar) daran geben.,-1818,-1630,-1724,New Kingdom
Pepi Neferkare's Abscheu ist sein Abscheu.,-2278,-2184,-2231,Middle Kingdom
"Tausend an Brot, Tausend an Bier, Tausend an Alabaster, Tausend an Leinen.",-2008,-1957,-1983,New Kingdom
"Abydos ist in ""Schutz-der-Erde"" für den Gott, der in seiner Form erscheint.",-1939,-1760,-1850,New Kingdom
Daraufhin ließ er Feuer an sie legen,-1580,-1539,-1560,Late Period
"O (du) Dessen Ka groß ist, Aufwärter des Horus, Leiter des Speisezeltes des Re, Palastältester des Ptah!",-2278,-2184,-2231,Middle Kingdom
"Unas schwingt das $ꜣms$-Szepter, wenn er Unas abweisen(?) will.",-2375,-2345,-2360,Middle Kingdom
"O Re, es geht ihm heute besser als gestern.",-2375,-2345,-2360,Middle Kingdom
(Behandlungsangaben:) Man rezitiere für ihn.,-1939,-1760,-1850,New Kingdom
"Sei nicht verärgert/wütend (wörtl.: streitsüchtig, was dein Herz angeht)!",-1939,-1760,-1850,New Kingdom
"Der schweigt / ruhig bleibt, wenn man (ihm gegenüber) schweigsam / ruhig ist.",-1837,-1819,-1828,New Kingdom
Das Oberhaupt des Leinenzeuges Ischi.,-2613,-2494,-2554,Middle Kingdom
"Teti ist in der Tat der, der den Seienden Brot gibt.",-2345,-2323,-2334,Middle Kingdom
Daraufhin sagte zu ihr ihr Bruder:,-1580,-1539,-1560,Late Period
Er wird nicht sterben und dieser Unas wird nicht sterben.,-2375,-2345,-2360,Middle Kingdom
"meine Liebenswürdigkeit befand sich in Gegenwart seiner ""Freunde"":",-1878,-1837,-1858,New Kingdom
"Seine Tochter, seine Geliebte, Schmuck des Königs, Anch-enes-Pepi.",-2345,-2181,-2263,Middle Kingdom
"Greift man ihn an, so zeigt er seinen Rücken.",-1837,-1819,-1828,New Kingdom
"Der $jꜣm$-Baum folgt dir, der Christusdorn wendet dir seinen Kopf zu, als etwas, das dir Anubis tut.",-2321,-2287,-2304,Middle Kingdom
"Ich stieß meinen Siegesschrei auf seinem Rücken aus, (während) jeder Asiat brüllte.",-1939,-1760,-1850,New Kingdom
"Hüter der Geheimnisse jeder Angelegenheit und (jedes) Befehl des südlichen Oberägypten, der Liebling seines Herrn,",-2278,-2184,-2231,Middle Kingdom
"Siehe, wir wissen zu entbinden.""",-1580,-1539,-1560,Late Period
"Versammelt euch, (ihr) Götter in der Kapelle!",-2278,-2184,-2231,Middle Kingdom
"Seth, Nephthys, geht und meldet den Göttern Oberägyptens sowie ihren Achs:",-2375,-2345,-2360,Middle Kingdom
Das Geben der Libation für Kai-em-anch.,-2414,-2375,-2395,Middle Kingdom
"Geb hat dir Horus geholt, damit er dir ihre Herzen zuweise.",-2345,-2323,-2334,Middle Kingdom
"(O) großer Gott, wirke deinen Schutz für mich!",-1818,-1630,-1724,New Kingdom
"He, lauf schön (im) Tiegel rum!",-2494,-2345,-2420,Middle Kingdom
sie ist voll von guten Dingen.,-1939,-1760,-1850,New Kingdom
"Er hat dir Seth geschlagen, so daß er gebunden ist.",-2321,-2287,-2304,Middle Kingdom
Der Wab-Priester des Königs Kai.,-2494,-2345,-2420,Middle Kingdom
"Siehe, du hast ihn geblendet.",-2278,-2184,-2231,Middle Kingdom
"Möge er schön bestattet werden in seinem Grab in der Nekropole, indem er sehr schön alt geworden ist.",-2278,-2184,-2231,Middle Kingdom
Er wird nicht lebensvoll sein und dieser Unas wird nicht lebensvoll sein.,-2375,-2345,-2360,Middle Kingdom
"Nicht wird / soll leben, wer sich mir widersetzen wird.",-1694,-1693,-1694,New Kingdom
"Ein Opfer, das der König gibt, ein Opfer, das Anubis, der vor der Gotteshalle ist, der auf seinem Berge ist, Herr der Nekropole, gibt",-2345,-2181,-2263,Middle Kingdom
und er wird sich nicht von dir entfernen.,-2321,-2287,-2304,Middle Kingdom
Ein Totenopfer für den Vorsteher der Rinderherden Nachtiiqer.,-2065,-2016,-2041,New Kingdom
"Wenn du aber Unas nicht übersetzt, wird er aufspringen und sich auf den Flügel des Thot begeben.",-2375,-2345,-2360,Middle Kingdom
